,cluster,size,icp55_shorpl,pim1_shorpl,avg_clust_coeff,avg_deg,avg_inner_deg,avg_outer_deg
0,0,8,5,5,0.7666666666666667,4.625,4.5,0.125
1,1,17,3,2,0.8881249469484767,19.0,12.705882352941176,6.294117647058823
2,2,6,4,2,0.7222222222222222,23.0,2.6666666666666665,20.333333333333332
3,3,90,3,1,0.714783125941114,30.92222222222222,23.133333333333333,7.788888888888889
4,4,5,4,0,0.0,7.0,0.4,6.6
5,5,49,3,1,0.8684750737741084,25.836734693877553,14.285714285714286,11.551020408163266
6,6,34,3,2,0.6622455399272008,11.558823529411764,5.117647058823529,6.4411764705882355
7,7,21,3,2,0.7163529592101022,13.428571428571429,8.0,5.428571428571429
8,8,24,3,2,0.6050919328492858,21.166666666666668,8.166666666666666,13.0
9,9,110,2,2,0.6736982252023381,20.30909090909091,13.909090909090908,6.4
10,10,43,3,2,0.6609651294334231,27.88372093023256,10.604651162790697,17.27906976744186
11,11,1,4,2,0.0,24.0,0.0,24.0
12,12,1,4,2,0.0,25.0,0.0,25.0
13,13,207,3,2,0.7690890621758721,121.19323671497584,94.39613526570048,26.797101449275363
14,14,30,3,3,0.7477472138953047,29.733333333333334,12.466666666666667,17.266666666666666
15,15,10,4,4,0.5,6.3,2.0,4.3
16,16,14,3,4,0.6678726035868893,12.285714285714286,4.571428571428571,7.714285714285714
17,17,7,3,4,0.6761904761904762,11.571428571428571,3.4285714285714284,8.142857142857142
18,18,167,3,3,0.9234986622616987,165.8622754491018,133.60479041916167,32.25748502994012
19,19,1,4,3,0.0,35.0,0.0,35.0
20,20,84,3,3,0.8228897487179045,64.86904761904762,53.61904761904762,11.25
21,21,11,4,3,0.8181818181818182,27.181818181818183,6.545454545454546,20.636363636363637
22,22,7,4,3,0.47619047619047616,51.857142857142854,1.4285714285714286,50.42857142857143
23,23,24,3,3,0.7634865560852404,16.166666666666668,7.916666666666667,8.25
24,24,1,4,3,0.0,57.0,0.0,57.0
25,25,15,3,2,0.7246031746031746,14.4,5.066666666666666,9.333333333333334
26,26,59,4,2,0.7341200540535272,28.0,19.45762711864407,8.542372881355933
27,27,3,4,3,0.0,12.0,0.6666666666666666,11.333333333333334
28,28,3,5,3,1.0,6.333333333333333,2.0,4.333333333333333
29,29,9,5,3,0.4444444444444444,6.666666666666667,2.888888888888889,3.7777777777777777
30,30,31,4,2,0.7165800854811663,29.225806451612904,14.580645161290322,14.64516129032258
31,31,1,5,3,0.0,8.0,0.0,8.0
32,32,2,5,3,0.0,7.5,1.0,6.5
33,33,18,3,2,0.7353399686733019,18.055555555555557,9.666666666666666,8.38888888888889
34,34,1,6,4,0.0,2.0,0.0,2.0
35,35,1,5,3,0.0,12.0,0.0,12.0
36,36,2,5,3,0.0,12.5,1.0,11.5
37,37,1,5,3,0.0,20.0,0.0,20.0
38,38,1,4,4,0.0,15.0,0.0,15.0
39,39,23,4,3,0.6938360393737968,11.695652173913043,6.782608695652174,4.913043478260869
40,40,27,3,3,0.8509643379171207,19.14814814814815,15.555555555555555,3.5925925925925926
41,41,1,4,3,0.0,16.0,0.0,16.0
42,42,39,3,3,0.7967181027938581,19.692307692307693,10.923076923076923,8.76923076923077
43,43,8,3,2,0.875,16.25,5.25,11.0
44,44,98,1,2,0.757858894171762,45.816326530612244,42.04081632653061,3.7755102040816326
45,45,2,4,3,0.0,13.0,1.0,12.0
46,46,3,2,3,0.0,41.666666666666664,0.6666666666666666,41.0
47,47,66,3,3,0.6345760861410805,29.71212121212121,15.848484848484848,13.863636363636363
48,48,2,4,3,0.0,14.0,0.0,14.0
49,49,3,3,3,0.0,11.333333333333334,0.6666666666666666,10.666666666666666
50,50,9,4,3,0.7492063492063492,8.222222222222221,4.666666666666667,3.5555555555555554
51,51,21,4,3,0.3351473922902494,4.571428571428571,2.380952380952381,2.1904761904761907
52,52,5,4,2,0.0,14.2,0.4,13.8
53,53,1,4,3,0.0,9.0,0.0,9.0
54,54,45,2,2,0.5723315089654957,14.066666666666666,8.088888888888889,5.977777777777778
55,55,11,4,3,0.7025974025974026,12.636363636363637,5.454545454545454,7.181818181818182
56,56,2,4,3,0.0,5.0,0.0,5.0
57,57,15,4,2,0.7752861952861952,9.133333333333333,7.466666666666667,1.6666666666666667
58,58,1,6,5,0.0,2.0,0.0,2.0
59,59,19,4,3,0.712155388471178,11.0,4.947368421052632,6.052631578947368
60,60,1,4,3,0.0,23.0,0.0,23.0
61,61,3,4,4,0.0,10.0,0.6666666666666666,9.333333333333334
62,62,87,2,3,0.704692469610848,28.275862068965516,22.04597701149425,6.2298850574712645
63,63,1,5,4,0.0,8.0,0.0,8.0
64,64,15,3,3,0.6885185185185184,14.066666666666666,6.266666666666667,7.8
65,65,3,4,4,0.0,11.0,0.0,11.0
66,66,3,4,4,1.0,5.333333333333333,2.0,3.3333333333333335
67,67,1,4,3,0.0,34.0,0.0,34.0
68,68,4,4,3,0.0,16.75,0.0,16.75
69,69,29,1,2,0.5961083481954625,12.586206896551724,7.103448275862069,5.482758620689655
70,70,5,4,4,0.8666666666666666,11.4,3.2,8.2
71,71,2,4,4,0.0,23.0,0.0,23.0
72,72,1,4,5,0.0,8.0,0.0,8.0
73,73,7,3,3,0.7238095238095239,23.428571428571427,3.4285714285714284,20.0
74,74,1,4,5,0.0,9.0,0.0,9.0
75,75,8,4,3,0.7583333333333333,16.875,5.0,11.875
76,76,1,3,4,0.0,15.0,0.0,15.0
77,77,41,4,3,0.423901620458292,11.463414634146341,5.317073170731708,6.146341463414634
78,78,8,5,4,0.675,4.625,3.75,0.875
79,79,9,4,3,0.746031746031746,8.666666666666666,4.888888888888889,3.7777777777777777
80,80,9,4,3,0.835978835978836,11.444444444444445,5.777777777777778,5.666666666666667
81,81,8,4,3,0.9285714285714285,12.0,6.25,5.75
82,82,3,3,3,0.0,8.666666666666666,0.0,8.666666666666666
83,83,21,3,3,0.6913872930679654,20.666666666666668,9.80952380952381,10.857142857142858
84,84,7,4,3,0.9238095238095239,8.428571428571429,5.428571428571429,3.0
85,85,2,5,4,0.0,6.0,1.0,5.0
86,86,13,3,3,0.5527472527472528,6.923076923076923,4.0,2.923076923076923
87,87,8,1,3,0.5083333333333333,5.25,2.5,2.75
88,88,11,4,3,0.9251082251082251,17.454545454545453,6.181818181818182,11.272727272727273
89,89,2,3,3,0.0,9.0,0.0,9.0
90,90,2,4,3,0.0,13.0,1.0,12.0
91,91,27,4,3,0.7594076804244166,17.037037037037038,14.74074074074074,2.2962962962962963
92,92,12,4,4,0.6727513227513228,8.25,5.0,3.25
93,93,14,2,3,0.6968253968253969,8.857142857142858,6.857142857142857,2.0
94,94,17,3,3,0.7345066698007874,20.0,7.529411764705882,12.470588235294118
95,95,57,3,3,0.7290932972242796,28.280701754385966,16.105263157894736,12.175438596491228
96,96,1,4,4,0.0,19.0,0.0,19.0
97,97,6,4,4,0.6388888888888888,8.666666666666666,2.3333333333333335,6.333333333333333
98,98,12,4,3,0.8901936026936026,26.75,8.5,18.25
99,99,1,4,4,0.0,11.0,0.0,11.0
100,100,28,4,3,0.8128812420136959,19.142857142857142,13.857142857142858,5.285714285714286
101,101,2,4,4,0.0,28.0,0.0,28.0
102,102,20,4,3,0.638066378066378,12.15,6.3,5.85
103,103,61,4,3,0.778330269773765,48.80327868852459,29.60655737704918,19.19672131147541
104,104,2,4,4,0.0,13.0,0.0,13.0
105,105,1,4,3,0.0,6.0,0.0,6.0
106,106,3,4,3,1.0,13.333333333333334,2.0,11.333333333333334
107,107,6,3,3,0.7777777777777777,19.166666666666668,2.6666666666666665,16.5
108,108,14,3,3,0.6690476190476192,16.785714285714285,5.142857142857143,11.642857142857142
109,109,20,3,3,0.8203580488139313,27.5,14.1,13.4
110,110,4,4,3,0.0,10.25,0.5,9.75
111,111,9,4,2,0.7788359788359789,11.88888888888889,4.888888888888889,7.0
112,112,2,3,3,0.0,36.5,1.0,35.5
113,113,1,3,4,0.0,25.0,0.0,25.0
114,114,4,4,4,1.0,4.5,3.0,1.5
115,115,3,4,3,0.0,6.0,0.0,6.0
116,116,4,3,4,0.75,25.5,1.5,24.0
117,117,13,4,4,0.7395604395604395,8.615384615384615,5.076923076923077,3.5384615384615383
118,118,5,4,4,0.9,6.0,3.6,2.4
119,119,17,2,4,0.7364524364524365,14.647058823529411,7.882352941176471,6.764705882352941
120,120,1,5,5,0.0,9.0,0.0,9.0
121,121,4,4,4,0.0,10.25,0.5,9.75
122,122,9,5,5,0.48148148148148145,3.6666666666666665,1.7777777777777777,1.8888888888888888
123,123,10,3,3,0.7028571428571428,17.3,3.2,14.1
124,124,71,2,3,0.5449292562700804,17.577464788732396,9.267605633802816,8.309859154929578
125,125,3,5,5,0.0,3.3333333333333335,0.0,3.3333333333333335
126,126,12,3,4,0.6177248677248677,12.666666666666666,4.5,8.166666666666666
127,127,23,3,2,0.5666573764399851,15.652173913043478,7.304347826086956,8.347826086956522
128,128,8,4,3,0.55,9.375,2.25,7.125
129,129,3,3,3,1.0,24.666666666666668,2.0,22.666666666666668
130,130,26,4,3,0.5051472220589868,11.615384615384615,5.538461538461538,6.076923076923077
131,131,23,3,3,0.598569908352517,15.08695652173913,7.826086956521739,7.260869565217392
132,132,19,3,3,0.5628427128427129,10.105263157894736,6.105263157894737,4.0
133,133,17,3,3,0.6585985909515322,21.352941176470587,6.470588235294118,14.882352941176471
134,134,58,3,3,0.5962945883873076,22.75862068965517,10.517241379310345,12.241379310344827
135,135,3,5,3,0.0,24.0,0.6666666666666666,23.333333333333332
136,136,6,4,3,0.8333333333333334,27.0,3.3333333333333335,23.666666666666668
137,137,18,4,4,0.7330848164181497,13.555555555555555,7.0,6.555555555555555
138,138,35,4,3,0.7676441017270392,14.685714285714285,12.057142857142857,2.6285714285714286
139,139,17,3,4,0.6505474917239624,17.647058823529413,7.882352941176471,9.764705882352942
140,140,3,4,3,0.0,27.666666666666668,0.6666666666666666,27.0
141,141,11,3,3,0.564935064935065,9.545454545454545,5.2727272727272725,4.2727272727272725
142,142,14,4,2,0.8673548673548673,29.714285714285715,8.571428571428571,21.142857142857142
143,143,1,3,3,0.0,49.0,0.0,49.0
144,144,12,3,3,0.513888888888889,16.833333333333332,3.0,13.833333333333334
145,145,3,4,2,0.0,5.333333333333333,0.6666666666666666,4.666666666666667
146,146,2,4,3,0.0,9.0,0.0,9.0
147,147,40,3,1,0.6672531715618929,23.4,12.9,10.5
148,148,41,4,3,0.584856355299313,16.853658536585368,14.878048780487806,1.975609756097561
149,149,18,4,3,0.7172907339574007,18.88888888888889,7.222222222222222,11.666666666666666
150,150,3,5,4,0.0,5.333333333333333,0.0,5.333333333333333
151,151,4,4,3,0.0,6.75,0.5,6.25
152,152,13,3,3,0.7620213120213121,21.76923076923077,6.769230769230769,15.0
153,153,6,3,3,1.0,13.0,5.0,8.0
154,154,7,4,4,0.8666666666666668,10.142857142857142,4.571428571428571,5.571428571428571
155,155,1,5,4,0.0,8.0,0.0,8.0
156,156,5,5,4,0.7666666666666666,4.4,2.8,1.6
157,157,4,4,4,0.0,4.25,0.5,3.75
158,158,2,4,3,0.0,22.0,0.0,22.0
159,159,2,5,3,0.0,5.5,0.0,5.5
160,160,14,4,4,0.8961427461427462,15.0,10.285714285714286,4.714285714285714
161,161,3,5,4,0.0,6.666666666666667,0.6666666666666666,6.0
162,162,3,3,3,0.0,17.0,0.0,17.0
163,163,2,5,4,0.0,4.0,0.0,4.0
164,164,10,4,3,0.7884126984126985,7.1,4.6,2.5
165,165,3,4,3,0.0,7.666666666666667,0.0,7.666666666666667
166,166,9,4,4,0.6738095238095239,6.0,4.666666666666667,1.3333333333333333
167,167,5,5,4,0.7,4.2,2.8,1.4
168,168,3,6,4,0.0,3.6666666666666665,0.6666666666666666,3.0
169,169,2,5,4,0.0,4.5,0.0,4.5
170,170,3,5,5,0.0,3.3333333333333335,0.0,3.3333333333333335
171,171,1,4,4,0.0,33.0,0.0,33.0
172,172,26,3,3,0.638684580879151,14.461538461538462,8.76923076923077,5.6923076923076925
173,173,1,4,4,0.0,57.0,0.0,57.0
174,174,6,3,3,0.7222222222222222,21.166666666666668,2.6666666666666665,18.5
175,175,1,3,4,0.0,115.0,0.0,115.0
176,176,11,4,3,0.5038961038961038,36.63636363636363,4.0,32.63636363636363
177,177,20,3,3,0.25555555555555554,10.0,1.4,8.6
178,178,6,4,4,0.0,4.666666666666667,0.0,4.666666666666667
179,179,2,3,4,0.0,10.5,0.0,10.5
180,180,6,3,4,0.7666666666666666,5.0,3.6666666666666665,1.3333333333333333
181,181,1,3,4,0.0,5.0,0.0,5.0
182,182,2,2,3,0.0,15.0,0.0,15.0
183,183,3,5,4,1.0,6.333333333333333,2.0,4.333333333333333
184,184,3,4,5,0.0,3.0,0.6666666666666666,2.3333333333333335
185,185,10,3,1,0.2166666666666667,4.7,1.2,3.5
186,186,4,4,4,0.8333333333333333,4.0,2.5,1.5
187,187,1,5,4,0.0,23.0,0.0,23.0
188,188,2,5,4,0.0,3.5,0.0,3.5
189,189,1,4,3,0.0,8.0,0.0,8.0
190,190,4,3,3,0.0,6.5,0.5,6.0
191,191,3,3,3,1.0,29.333333333333332,2.0,27.333333333333332
192,192,1,3,3,0.0,35.0,0.0,35.0
193,193,9,4,2,0.48148148148148145,5.888888888888889,2.4444444444444446,3.4444444444444446
194,194,2,4,3,0.0,16.0,0.0,16.0
195,195,5,5,3,0.0,10.6,0.8,9.8
196,196,2,3,3,0.0,20.0,0.0,20.0
197,197,2,5,2,0.0,3.5,0.0,3.5
198,198,17,3,3,0.5498344792462438,12.0,6.588235294117647,5.411764705882353
199,199,29,3,3,0.7466248116708104,14.448275862068966,11.379310344827585,3.0689655172413794
200,200,16,4,2,0.7278679653679653,13.5625,6.5,7.0625
201,201,7,4,4,0.838095238095238,6.0,4.285714285714286,1.7142857142857142
202,202,3,4,4,1.0,5.666666666666667,2.0,3.6666666666666665
203,203,4,5,2,1.0,6.25,3.0,3.25
204,204,1,4,4,0.0,19.0,0.0,19.0
205,205,4,4,3,0.0,8.25,0.5,7.75
206,206,8,3,3,0.7773809523809525,10.75,5.0,5.75
207,207,23,2,3,0.67905403774969,19.08695652173913,8.26086956521739,10.826086956521738
208,208,2,4,4,0.0,26.0,1.0,25.0
209,209,5,5,5,0.4666666666666667,2.8,1.6,1.2
210,210,4,4,4,0.0,11.5,0.0,11.5
211,211,1,4,4,0.0,16.0,0.0,16.0
212,212,3,4,3,1.0,7.666666666666667,2.0,5.666666666666667
213,213,6,5,3,1.0,7.666666666666667,5.0,2.6666666666666665
214,214,1,3,4,0.0,29.0,0.0,29.0
215,215,2,4,3,0.0,19.5,1.0,18.5
216,216,2,4,3,0.0,13.0,1.0,12.0
217,217,3,3,3,0.0,24.333333333333332,1.3333333333333333,23.0
218,218,4,3,4,0.0,2.25,0.0,2.25
219,219,5,4,4,0.0,6.4,0.4,6.0
220,220,2,4,3,0.0,25.0,1.0,24.0
221,221,8,3,4,0.75,15.125,1.5,13.625
222,222,11,2,4,0.6177489177489177,18.454545454545453,4.363636363636363,14.090909090909092
223,223,6,3,4,0.6944444444444445,18.5,3.3333333333333335,15.166666666666666
224,224,2,3,4,0.0,6.0,0.0,6.0
225,225,2,4,4,0.0,9.0,0.0,9.0
226,226,12,4,3,0.683068783068783,8.166666666666666,5.333333333333333,2.8333333333333335
227,227,2,4,3,0.0,7.5,1.0,6.5
228,228,7,4,2,0.7714285714285714,8.0,3.7142857142857144,4.285714285714286
229,229,2,4,3,0.0,13.5,0.0,13.5
230,230,20,3,3,0.4944642857142858,6.75,3.9,2.85
231,231,9,4,3,0.0,7.222222222222222,0.8888888888888888,6.333333333333333
232,232,23,3,3,0.7482681760141713,14.173913043478262,7.6521739130434785,6.521739130434782
233,233,18,3,3,0.5568742985409652,11.444444444444445,4.888888888888889,6.555555555555555
234,234,1,4,4,0.0,20.0,0.0,20.0
235,235,2,5,4,0.0,11.5,0.0,11.5
236,236,2,3,4,0.0,9.0,1.0,8.0
237,237,6,4,4,0.8388888888888889,8.5,3.6666666666666665,4.833333333333333
238,238,46,4,3,0.508646546690025,12.173913043478262,5.0,7.173913043478261
239,239,3,3,3,0.0,6.666666666666667,0.0,6.666666666666667
240,240,8,4,4,0.375,2.875,0.75,2.125
241,241,1,3,3,0.0,27.0,0.0,27.0
242,242,2,4,3,0.0,19.0,0.0,19.0
243,243,1,3,4,0.0,21.0,0.0,21.0
244,244,3,5,5,1.0,2.3333333333333335,2.0,0.3333333333333333
245,245,5,4,3,0.6,6.0,1.2,4.8
246,246,7,3,2,0.3333333333333333,36.0,1.7142857142857142,34.285714285714285
247,247,1,4,3,0.0,7.0,0.0,7.0
